Timestamp                       (process)[PID]    
2026-04-24 08:42:00.083001-0500  localhost dirhelper[154]: [com.apple.libcoreservices:] mkdir_rootless: rootless mkdir for uid=88, mode=700, path=/var/folders/zz/zyxvpxvq6csfxvn_n00000b000002r/T/WindowServer/
2026-04-24 08:42:00.083357-0500  localhost WindowServer[166]: (libsystem_coreservices.dylib) [com.apple.libcoreservices:] _dirhelper_update_tmpdir: old=(null), new=<private>
2026-04-24 08:42:00.209940-0500  localhost UserEventAgent[99]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:00.211733-0500  localhost UserEventAgent[99]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:00.229895-0500  localhost WindowServer[166]: (SkyLight) [com.apple.SkyLight:default] watchdog monitoring not yet enabled, skipping watchdog early initialization
2026-04-24 08:42:00.229902-0500  localhost WindowServer[166]: (SkyLight) [com.apple.SkyLight:default] Server is starting up
2026-04-24 08:42:02.151680-0500  localhost apsd[139]: (SkyLight) Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:02.178495-0500  localhost launchd[1]: [pid/212 [airportd]:] Service stub created for com.apple.CoreDisplay.XPCService
2026-04-24 08:42:02.180368-0500  localhost launchd[1]: [user/0/com.apple.security.XPCTimeStampingService:] created the implicit endpoint upfront
2026-04-24 08:42:02.180371-0500  localhost launchd[1]: [user/0/com.apple.security.XPCTimeStampingService:] draining messages from com.apple.security.XPCTimeStampingService
2026-04-24 08:42:02.200898-0500  localhost launchd[1]: [pid/127 [mds]:] Service stub created for com.apple.CoreDisplay.XPCService
2026-04-24 08:42:02.203530-0500  localhost launchd[1]: [pid/189 [lsd]:] Service stub created for com.apple.CoreDisplay.XPCService
2026-04-24 08:42:02.350587-0500  localhost launchd[1]: [pid/224 [authd]:] Service stub created for com.apple.CoreDisplay.XPCService
2026-04-24 08:42:02.520572-0500  localhost VDCAssistant[214]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:02.520699-0500  localhost VDCAssistant[214]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:02.576394-0500  localhost launchd[1]: [pid/228 [coreaudiod]:] Service stub created for com.apple.CoreDisplay.XPCService
2026-04-24 08:42:02.577022-0500  localhost launchd[1]: [user/202/com.apple.security.XPCTimeStampingService:] created the implicit endpoint upfront
2026-04-24 08:42:02.577024-0500  localhost launchd[1]: [user/202/com.apple.security.XPCTimeStampingService:] draining messages from com.apple.security.XPCTimeStampingService
2026-04-24 08:42:02.707021-0500  localhost UserEventAgent[221]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:02.707197-0500  localhost UserEventAgent[221]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:02.937148-0500  localhost launchd[1]: [pid/230 [mdmclient]:] Service stub created for com.apple.CoreDisplay.XPCService
2026-04-24 08:42:03.021697-0500  localhost ARDAgent[242]: (SkyLight) Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:03.206625-0500  localhost ARDAgent[242]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:03.206743-0500  localhost ARDAgent[242]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:03.341417-0500  localhost launchd[1]: [pid/140 [launchservicesd]:] Service stub created for com.apple.CoreDisplay.XPCService
2026-04-24 08:42:03.432539-0500  localhost ARDAgent[242]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:03.465150-0500  localhost launchd[1]: [pid/259 [com.apple.audio]:] Service stub created for com.apple.CoreDisplay.XPCService
2026-04-24 08:42:03.521573-0500  localhost VDCAssistant[214]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:03.521673-0500  localhost VDCAssistant[214]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:04.128941-0500  localhost PowerChime[262]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:04.129026-0500  localhost PowerChime[262]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:04.133667-0500  localhost PowerChime[262]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:04.478366-0500  localhost contextstored[222]: (SkyLight) Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:04.478604-0500  localhost contextstored[222]: (SkyLight) Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:04.522085-0500  localhost VDCAssistant[214]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:04.522176-0500  localhost VDCAssistant[214]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:04.585488-0500  localhost UVCAssistant[272]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:04.585575-0500  localhost UVCAssistant[272]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:04.585785-0500  localhost UVCAssistant[272]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:04.585840-0500  localhost UVCAssistant[272]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:05.527335-0500  localhost VDCAssistant[214]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:05.527384-0500  localhost VDCAssistant[214]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:06.530179-0500  localhost VDCAssistant[214]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:06.530284-0500  localhost VDCAssistant[214]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:07.540497-0500  localhost VDCAssistant[214]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:07.540545-0500  localhost VDCAssistant[214]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:07.624694-0500  localhost apsd[139]: (SkyLight) Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:08.547409-0500  localhost VDCAssistant[214]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:08.547480-0500  localhost VDCAssistant[214]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:08.578436-0500  localhost launchd[1]: [pid/227 [storagekitd]:] Service stub created for com.apple.CoreDisplay.XPCService
2026-04-24 08:42:08.769246-0500  localhost launchd[1]: [pid/210 [nsurlsessiond]:] Service stub created for com.apple.CoreDisplay.XPCService
2026-04-24 08:42:08.770215-0500  localhost launchd[1]: [user/242/com.apple.security.XPCTimeStampingService:] created the implicit endpoint upfront
2026-04-24 08:42:08.770216-0500  localhost launchd[1]: [user/242/com.apple.security.XPCTimeStampingService:] draining messages from com.apple.security.XPCTimeStampingService
2026-04-24 08:42:08.783321-0500  localhost launchd[1]: [pid/109 [accessoryupdate]:] Service stub created for com.apple.CoreDisplay.XPCService
2026-04-24 08:42:08.785114-0500  localhost launchd[1]: [user/278/com.apple.security.XPCTimeStampingService:] created the implicit endpoint upfront
2026-04-24 08:42:08.785117-0500  localhost launchd[1]: [user/278/com.apple.security.XPCTimeStampingService:] draining messages from com.apple.security.XPCTimeStampingService
2026-04-24 08:42:08.887409-0500  localhost storagekitd[227]: (SkyLight) Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:08.887621-0500  localhost storagekitd[227]: (SkyLight) Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:08.953666-0500  localhost storagekitd[227]: (SkyLight) Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:08.980021-0500  localhost mobileassetd[231]: (libmobileassetd.dylib) [com.apple.mobileassetd:Notice] finishPartiallyPurgedAssets: {finishPartiallyPurgedAssets} successful purged cleanup | path:/System/Library/AssetsV2/com_apple_MobileAsset_VoiceTriggerAssetsStudioDisplay/com_apple_MobileAsset_VoiceTriggerAssetsStudioDisplay.xml.purged | depth:0
2026-04-24 08:42:09.230690-0500  localhost storagekitd[227]: (SkyLight) Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:09.235001-0500  localhost storagekitd[227]: (SkyLight) Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:09.547756-0500  localhost VDCAssistant[214]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:09.547859-0500  localhost VDCAssistant[214]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:09.707810-0500  localhost systemstats[107]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:09.707946-0500  localhost systemstats[107]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:10.550047-0500  localhost VDCAssistant[214]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:10.550152-0500  localhost VDCAssistant[214]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:11.552608-0500  localhost VDCAssistant[214]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:11.552694-0500  localhost VDCAssistant[214]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:12.555316-0500  localhost VDCAssistant[214]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:12.556412-0500  localhost VDCAssistant[214]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:13.556728-0500  localhost VDCAssistant[214]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:13.556839-0500  localhost VDCAssistant[214]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:14.284761-0500  localhost mds_stores[268]: (SpotlightIndex) [com.apple.spotlightindex:General] *warn* time stamp should be more recent new:1777037831, old:1777037887
2026-04-24 08:42:14.284784-0500  localhost mds_stores[268]: (SpotlightIndex) [com.apple.spotlightindex:General] *warn* time stamp should be more recent new:1777037831, old:1777037887
2026-04-24 08:42:14.321687-0500  localhost mds_stores[268]: (SpotlightIndex) [com.apple.spotlightindex:General] *warn* time stamp should be more recent new:1777037831, old:1777037890
2026-04-24 08:42:14.341870-0500  localhost locationd[145]: [com.apple.locationd.Utility:Database] {"msg":"getColumnInfo", "table":<private>, "name":"GenerationTimestamp", "isFound":1}
2026-04-24 08:42:14.342062-0500  localhost locationd[145]: [com.apple.locationd.Utility:Database] {"msg":"getColumnInfo", "table":<private>, "name":"GenerationTimestamp", "isFound":1}
2026-04-24 08:42:14.342224-0500  localhost locationd[145]: [com.apple.locationd.Utility:Database] {"msg":"getColumnInfo", "table":<private>, "name":"RecordingTimestamp", "isFound":1}
2026-04-24 08:42:14.342243-0500  localhost locationd[145]: [com.apple.locationd.Utility:Database] {"msg":"getColumnInfo", "table":<private>, "name":"ReceivedTimestamp", "isFound":1}
2026-04-24 08:42:14.342383-0500  localhost locationd[145]: [com.apple.locationd.Utility:Database] {"msg":"getColumnInfo", "table":<private>, "name":"GenerationTimestamp", "isFound":1}
2026-04-24 08:42:14.342625-0500  localhost locationd[145]: [com.apple.locationd.Utility:Database] {"msg":"getColumnInfo", "table":<private>, "name":"ReceivedTimestamp", "isFound":1}
2026-04-24 08:42:14.342779-0500  localhost locationd[145]: [com.apple.locationd.Utility:Database] {"msg":"getColumnInfo", "table":<private>, "name":"LastActiveTimestamp", "isFound":1}
2026-04-24 08:42:14.557192-0500  localhost VDCAssistant[214]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:14.557232-0500  localhost VDCAssistant[214]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:15.557418-0500  localhost VDCAssistant[214]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:15.557470-0500  localhost VDCAssistant[214]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:15.839827-0500  localhost kernel[0]: PMRD: IODisplayWrangler tag flags 100
2026-04-24 08:42:15.839915-0500  localhost kernel[0]: PMRD: Added IODisplayWrangler to idle sleep preventers list (Total 1)
2026-04-24 08:42:15.839919-0500  localhost kernel[0]: PMRD: Idle Sleep Preventers: IODisplayWrangler
gpu 0xf909       agdc 0x100000514 
2026-04-24 08:42:16.557712-0500  localhost VDCAssistant[214]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:16.557817-0500  localhost VDCAssistant[214]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:17.558018-0500  localhost VDCAssistant[214]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:17.558057-0500  localhost VDCAssistant[214]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
gpu 0xf909       agdc 0x100000514     /AppleIntelFramebufferController/IntelFBClientControl
2026-04-24 08:42:17.782187-0500  localhost apsd[139]: (SkyLight) Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:17.824912-0500  localhost secd[303]: (SkyLight) Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:17.826538-0500  localhost secd[303]: (SkyLight) Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:17.826803-0500  localhost secd[303]: (SkyLight) Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:17.898239-0500  localhost launchd[1]: [pid/325 [WiFiCloudAssets]:] Service stub created for com.apple.CoreDisplay.XPCService
2026-04-24 08:42:18.170828-0500  localhost PowerChime[262]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:18.170917-0500  localhost PowerChime[262]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:18.171266-0500  localhost PowerChime[262]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
    "State:/Network/Interface/en1/AirPort/AutoJoinTimestamp"
2026-04-24 08:42:18.206837-0500  localhost airportd[212]: (IO80211) [com.apple.WiFiManager:] SC: <airport[212]> airportdProcessSystemConfigurationEvent: Processing 'State:/Network/Interface/en1/AirPort/AutoJoinTimestamp'
2026-04-24 08:42:18.230349-0500  localhost launchd[1]: [pid/329 [softwareupdated]:] Service stub created for com.apple.CoreDisplay.XPCService
2026-04-24 08:42:18.245953-0500  localhost secd[303]: (SkyLight) Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:18.246554-0500  localhost secd[303]: (SkyLight) Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:18.247052-0500  localhost secd[303]: (SkyLight) Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:18.249217-0500  localhost secd[303]: (SkyLight) Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:18.274046-0500  localhost launchd[1]: [pid/334 [suhelperd]:] Service stub created for com.apple.CoreDisplay.XPCService
    "State:/Network/Interface/en1/AirPort/AutoJoinTimestamp"
2026-04-24 08:42:18.285994-0500  localhost airportd[212]: (IO80211) [com.apple.WiFiManager:] SC: <airport[212]> airportdProcessSystemConfigurationEvent: Processing 'State:/Network/Interface/en1/AirPort/AutoJoinTimestamp'
2026-04-24 08:42:18.335192-0500  localhost launchd[1]: [pid/323 [com.apple.geod]:] Service stub created for com.apple.CoreDisplay.XPCService
2026-04-24 08:42:18.521632-0500  localhost storagekitd[227]: (SkyLight) Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:18.538493-0500  localhost storagekitd[227]: (SkyLight) Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:18.561277-0500  localhost storagekitd[227]: (SkyLight) Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:18.561818-0500  localhost VDCAssistant[214]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:18.561929-0500  localhost VDCAssistant[214]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:18.913683-0500  localhost kernelmanagerd[129]: Received kext load notification: com.apple.AGDCPluginDisplayMetrics
2026-04-24 08:42:18.913686-0500  localhost kernelmanagerd[129]: Received kext load notification: com.apple.driver.AppleGraphicsControl
2026-04-24 08:42:19.272312-0500  localhost launchd[1]: [pid/274 [findmydeviced]:] Service stub created for com.apple.CoreDisplay.XPCService
2026-04-24 08:42:19.303281-0500  localhost WiFiAgent[331]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:19.303458-0500  localhost WiFiAgent[331]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:19.312589-0500  localhost WiFiAgent[331]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:19.535465-0500  localhost WiFiAgent[331]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:19.535666-0500  localhost WiFiAgent[331]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:19.535853-0500  localhost WiFiAgent[331]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:19.558656-0500  localhost WiFiAgent[331]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:19.562891-0500  localhost VDCAssistant[214]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:19.562971-0500  localhost VDCAssistant[214]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:19.796450-0500  localhost storagekitd[227]: (SkyLight) Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:20.138769-0500  localhost storagekitd[227]: (SkyLight) Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:20.174685-0500  localhost storagekitd[227]: (SkyLight) Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:20.201412-0500  localhost storagekitd[227]: (SkyLight) Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:20.242738-0500  localhost storagekitd[227]: (SkyLight) Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:20.563671-0500  localhost VDCAssistant[214]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:20.563792-0500  localhost VDCAssistant[214]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:20.910531-0500  localhost storagekitd[227]: (SkyLight) Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:20.959123-0500  localhost storagekitd[227]: (SkyLight) Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:21.564411-0500  localhost VDCAssistant[214]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:21.564529-0500  localhost VDCAssistant[214]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:22.568058-0500  localhost VDCAssistant[214]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:22.568121-0500  localhost VDCAssistant[214]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
    "State:/Network/Interface/en1/AirPort/AutoJoinTimestamp"
2026-04-24 08:42:22.788413-0500  localhost airportd[212]: (IO80211) [com.apple.WiFiManager:] SC: <airport[212]> airportdProcessSystemConfigurationEvent: Processing 'State:/Network/Interface/en1/AirPort/AutoJoinTimestamp'
    "State:/Network/Interface/en1/AirPort/AutoJoinTimestamp"
2026-04-24 08:42:23.213621-0500  localhost airportd[212]: (IO80211) [com.apple.WiFiManager:] SC: <airport[212]> airportdProcessSystemConfigurationEvent: Processing 'State:/Network/Interface/en1/AirPort/AutoJoinTimestamp'
    "State:/Network/Interface/en1/AirPort/AutoJoinTimestamp"
2026-04-24 08:42:23.224163-0500  localhost airportd[212]: (IO80211) [com.apple.WiFiManager:] SC: <airport[212]> airportdProcessSystemConfigurationEvent: Processing 'State:/Network/Interface/en1/AirPort/AutoJoinTimestamp'
2026-04-24 08:42:23.571134-0500  localhost VDCAssistant[214]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:23.571213-0500  localhost VDCAssistant[214]: (SkyLight) [com.apple.SkyLight:default] Failed to look up the port for "com.apple.windowserver.active" (1102)
2026-04-24 08:42:23.703317-0500  localhost kernel[0]: (IOgPTPPlugin)   IOTimeSyncTimeSyncTimePort(0xf4ee08de98850008): Has Ethernet HW Timestamps: false
2026-04-24 08:42:23.703318-0500  localhost kernel[0]: (IOgPTPPlugin)   IOTimeSyncTimeSyncTimePort(0xf4ee08de98850008): Has WiFi HW Timestamps: false
2026-04-24 08:42:23.912035-0500  localhost WindowServer[166]: (SkyLight) [com.apple.SkyLight:default] Session 257 retained (2 references)
2026-04-24 08:42:23.912037-0500  localhost WindowServer[166]: (SkyLight) [com.apple.SkyLight:default] Session 257 released (1 references)
2026-04-24 08:42:23.912176-0500  localhost WindowServer[166]: [com.apple.libsystem.libdispatch:] DEPRECATED USE in libdispatch client: dispatch source activated with no event handler set; set a breakpoint on _dispatch_bug_deprecated to debug
2026-04-24 08:42:23.912199-0500  localhost WindowServer[166]: (SkyLight) [com.apple.SkyLight:default] Session 257; WS port 2603, launchd-launched workspace/session manager
2026-04-24 08:42:23.918151-0500  localhost WindowServer[166]: (libxpc.dylib) [com.apple.xpc:connection] [0x7fe64a604440] activating connection: mach=true listener=false peer=false name=com.apple.systemstatus
2026-04-24 08:42:23.918840-0500  localhost WindowServer[166]: (CoreFoundation) [com.apple.defaults:User Defaults] All kCFPreferencesCurrentUser domains in this process will be volatile, because homeDirPath starts with /var/empty
2026-04-24 08:42:23.918895-0500  localhost WindowServer[166]: (libxpc.dylib) [com.apple.xpc:connection] [0x600000c74000] activating connection: mach=true listener=false peer=false name=com.apple.cfprefsd.daemon
2026-04-24 08:42:23.928508-0500  localhost bluetoothd[160]: [com.apple.bluetooth:Server.Accessory] setW1Logging: isTimeStampPeriodicallyEnabled = 0, isDisableDiagnosticsPeriodicallyEnabled = 0, module = 1023, level = 8, log_interval = 100000, power_logging_interval = 0, isCrashLoggingDisabled = 0
2026-04-24 08:42:23.998134-0500  localhost WindowServer[166]: (CoreDisplay) [com.apple.CoreDisplay:default] [ERROR] - Setting offline display 0x00000000 main in CGXConstructVirtualFramebuffer 	
	0  	    0x7ff80883302b	CoreDisplay::AddMainOfflineBreadcrumb(bool, char const*, ...) + 305
	10 	       0x10b8b448c	11  WindowServer                        0x000000010b8b448c WindowServer + 5260
2026-04-24 08:42:23.998584-0500  localhost WindowServer[166]: (CoreDisplay) [com.apple.CoreDisplay:default] [ERROR] - Setting main display 0x00000000 offline 	
