Timestamp                       Thread     Type        Activity             PID    TTL  
2026-04-24 00:27:44.140949-0500 0x45c      Default     0x2a4                145    0    locationd: [com.apple.locationd.Utility:QA] os_transaction created: (0x700001f7d118) CLNameValuePair.SaveToBinaryFile
2026-04-24 00:27:44.144804-0500 0x45c      Default     0x2a4                145    0    locationd: [com.apple.locationd.Utility:QA] os_transaction releasing: (0x700001f7d118) CLNameValuePair.SaveToBinaryFile
2026-04-24 00:27:44.153640-0500 0x237      Default     0x0                  1      0    launchd: [pid/225 [authd]:] Service stub created for com.apple.CoreDisplay.XPCService
2026-04-24 00:27:44.159918-0500 0x2f5      Error       0x0                  122    0    ifcstart: (CoreFoundation) [com.apple.CFPasteboard:general] Failed to set up CFPasteboardRef 'AppleIntlFileCacheModificationDatePasteboard'. Error: <dictionary: 0x7ff8471c8ce0> { count = 1, transaction: 0, voucher = 0x0, contents =
2026-04-24 00:27:44.161587-0500 0x2f5      Error       0x0                  122    0    ifcstart: (CoreFoundation) [com.apple.CFPasteboard:general] Failed to set up CFPasteboardRef 'AppleIntlFileCacheModificationDatePasteboard'. Error: <dictionary: 0x7ff8471c8ce0> { count = 1, transaction: 0, voucher = 0x0, contents =
2026-04-24 00:27:44.174019-0500 0x2f5      Error       0x0                  122    0    ifcstart: (CoreFoundation) [com.apple.CFPasteboard:general] Failed to set up CFPasteboardRef 'AppleIntlFileCacheModificationDatePasteboard'. Error: <dictionary: 0x7ff8471c8ce0> { count = 1, transaction: 0, voucher = 0x0, contents =
2026-04-24 00:27:44.174086-0500 0x2f5      Error       0x0                  122    0    ifcstart: (CoreFoundation) [com.apple.CFPasteboard:general] Failed to set up CFPasteboardRef 'AppleIntlFileCacheModificationDatePasteboard'. Error: <dictionary: 0x7ff8471c8ce0> { count = 1, transaction: 0, voucher = 0x0, contents =
2026-04-24 00:27:44.174502-0500 0x2f5      Error       0x0                  122    0    ifcstart: (CoreFoundation) [com.apple.CFPasteboard:general] Failed to set up CFPasteboardRef 'AppleIntlFileCacheModificationDatePasteboard'. Error: <dictionary: 0x7ff8471c8ce0> { count = 1, transaction: 0, voucher = 0x0, contents =
2026-04-24 00:27:44.219935-0500 0x519      Error       0x0                  224    0    universalaccessd: (CoreFoundation) [com.apple.CFPasteboard:general] Connection to 'pboard' server had an error: <dictionary: 0x7ff8471c8ce0> { count = 1, transaction: 0, voucher = 0x0, contents =
2026-04-24 00:27:44.219999-0500 0x50a      Error       0x0                  224    0    universalaccessd: (CoreFoundation) [com.apple.CFPasteboard:general] Failed to set up CFPasteboardRef 'Apple CFPasteboard general'. Error: <dictionary: 0x7ff8471c8ce0> { count = 1, transaction: 0, voucher = 0x0, contents =
2026-04-24 00:27:44.363679-0500 0x238      Default     0x0                  1      0    launchd: [pid/230 [coreaudiod]:] Service stub created for com.apple.CoreDisplay.XPCService
2026-04-24 00:27:44.364303-0500 0x238      Default     0x0                  1      0    launchd: [user/202/com.apple.security.XPCTimeStampingService:] created the implicit endpoint upfront
2026-04-24 00:27:44.364305-0500 0x238      Default     0x0                  1      0    launchd: [user/202/com.apple.security.XPCTimeStampingService:] draining messages from com.apple.security.XPCTimeStampingService
2026-04-24 00:27:44.510844-0500 0x2a2      Default     0x0                  1      0    launchd: [pid/231 [mdmclient]:] Service stub created for com.apple.CoreDisplay.XPCService
2026-04-24 00:27:44.519898-0500 0x559      Default     0x0                  236    0    com.apple.audio.Core-Audio-Driver-Service: (CoreAnalytics) [com.apple.CoreAnalytics:client] Queueing exit procedure onto XPC queue. Any further messages sent will be discarded. activeSendTransactions=2
2026-04-24 00:27:44.727769-0500 0x2a2      Default     0x0                  1      0    launchd: [pid/245 [com.apple.audio]:] Service stub created for com.apple.CoreDisplay.XPCService
2026-04-24 00:27:44.820021-0500 0x559      Fault       0x5d5                236    14   com.apple.audio.Core-Audio-Driver-Service: (CoreAnalytics) [com.apple.CoreAnalytics:client] Timed out waiting for the exit barrier block. activeSendTransactions=2
2026-04-24 00:27:44.839962-0500 0x5d1      Default     0x0                  249    0    security: (CoreAnalytics) [com.apple.CoreAnalytics:client] Queueing exit procedure onto XPC queue. Any further messages sent will be discarded. activeSendTransactions=4
2026-04-24 00:27:44.926697-0500 0x515      Error       0x0                  219    0    imklaunchagent: (CoreFoundation) [com.apple.CFPasteboard:general] Connection to 'pboard' server had an error: <dictionary: 0x7ff8471c8ce0> { count = 1, transaction: 0, voucher = 0x0, contents =
2026-04-24 00:27:44.926756-0500 0x50c      Error       0x0                  219    0    imklaunchagent: (CoreFoundation) [com.apple.CFPasteboard:general] Failed to set up CFPasteboardRef 'AppleIntlFileCacheModificationDatePasteboard'. Error: <dictionary: 0x7ff8471c8ce0> { count = 1, transaction: 0, voucher = 0x0, contents =
2026-04-24 00:27:44.986370-0500 0x50c      Error       0x0                  219    0    imklaunchagent: (CoreFoundation) [com.apple.CFPasteboard:general] Failed to set up CFPasteboardRef 'AppleIntlFileCacheModificationDatePasteboard'. Error: <dictionary: 0x7ff8471c8ce0> { count = 1, transaction: 0, voucher = 0x0, contents =
2026-04-24 00:27:44.986417-0500 0x50c      Error       0x0                  219    0    imklaunchagent: (CoreFoundation) [com.apple.CFPasteboard:general] Failed to set up CFPasteboardRef 'AppleIntlFileCacheModificationDatePasteboard'. Error: <dictionary: 0x7ff8471c8ce0> { count = 1, transaction: 0, voucher = 0x0, contents =
2026-04-24 00:27:44.986619-0500 0x50c      Error       0x0                  219    0    imklaunchagent: (CoreFoundation) [com.apple.CFPasteboard:general] Failed to set up CFPasteboardRef 'AppleIntlFileCacheModificationDatePasteboard'. Error: <dictionary: 0x7ff8471c8ce0> { count = 1, transaction: 0, voucher = 0x0, contents =
2026-04-24 00:27:44.986694-0500 0x50c      Error       0x0                  219    0    imklaunchagent: (CoreFoundation) [com.apple.CFPasteboard:general] Failed to set up CFPasteboardRef 'AppleIntlFileCacheModificationDatePasteboard'. Error: <dictionary: 0x7ff8471c8ce0> { count = 1, transaction: 0, voucher = 0x0, contents =
2026-04-24 00:27:44.986821-0500 0x50c      Error       0x0                  219    0    imklaunchagent: (CoreFoundation) [com.apple.CFPasteboard:general] Failed to set up CFPasteboardRef 'AppleIntlFileCacheModificationDatePasteboard'. Error: <dictionary: 0x7ff8471c8ce0> { count = 1, transaction: 0, voucher = 0x0, contents =
2026-04-24 00:27:44.986991-0500 0x50c      Error       0x0                  219    0    imklaunchagent: (CoreFoundation) [com.apple.CFPasteboard:general] Failed to set up CFPasteboardRef 'DefaultAsciiKeyboardLayoutPasteboard'. Error: <dictionary: 0x7ff8471c8ce0> { count = 1, transaction: 0, voucher = 0x0, contents =
2026-04-24 00:27:44.989412-0500 0x50c      Error       0x0                  219    0    imklaunchagent: (CoreFoundation) [com.apple.CFPasteboard:general] Failed to set up CFPasteboardRef 'DefaultAsciiKeyboardLayoutPasteboard'. Error: <dictionary: 0x7ff8471c8ce0> { count = 1, transaction: 0, voucher = 0x0, contents =
2026-04-24 00:27:45.044532-0500 0x5e7      Default     0x0                  251    0    security: (CoreAnalytics) [com.apple.CoreAnalytics:client] Queueing exit procedure onto XPC queue. Any further messages sent will be discarded. activeSendTransactions=0
2026-04-24 00:27:45.058888-0500 0x5f0      Default     0x0                  256    0    security: (CoreAnalytics) [com.apple.CoreAnalytics:client] Queueing exit procedure onto XPC queue. Any further messages sent will be discarded. activeSendTransactions=0
2026-04-24 00:27:45.365950-0500 0x237      Default     0x0                  1      0    launchd: [pid/140 [launchservicesd]:] Service stub created for com.apple.CoreDisplay.XPCService
2026-04-24 00:27:45.902188-0500 0x671      Default     0x0                  0      0    kernel: (IOgPTPPlugin)   IOTimeSyncTimeSyncTimePort(0xf4ee08de98850008): Has Ethernet HW Timestamps: false
2026-04-24 00:27:45.902190-0500 0x671      Default     0x0                  0      0    kernel: (IOgPTPPlugin)   IOTimeSyncTimeSyncTimePort(0xf4ee08de98850008): Has WiFi HW Timestamps: false
2026-04-24 00:27:46.567066-0500 0x31b      Default     0x0                  105    0    MRT: (CoreAnalytics) [com.apple.CoreAnalytics:client] Queueing exit procedure onto XPC queue. Any further messages sent will be discarded. activeSendTransactions=0
2026-04-24 00:27:46.577987-0500 0x238      Default     0x0                  1      0    launchd: [pid/208 [nsurlsessiond]:] Service stub created for com.apple.CoreDisplay.XPCService
2026-04-24 00:27:46.579210-0500 0x238      Default     0x0                  1      0    launchd: [user/242/com.apple.security.XPCTimeStampingService:] created the implicit endpoint upfront
2026-04-24 00:27:46.579213-0500 0x238      Default     0x0                  1      0    launchd: [user/242/com.apple.security.XPCTimeStampingService:] draining messages from com.apple.security.XPCTimeStampingService
2026-04-24 00:27:46.618042-0500 0x2a2      Default     0x0                  1      0    launchd: [pid/109 [accessoryupdate]:] Service stub created for com.apple.CoreDisplay.XPCService
2026-04-24 00:27:46.619676-0500 0x2a2      Default     0x0                  1      0    launchd: [user/278/com.apple.security.XPCTimeStampingService:] created the implicit endpoint upfront
2026-04-24 00:27:46.619678-0500 0x2a2      Default     0x0                  1      0    launchd: [user/278/com.apple.security.XPCTimeStampingService:] draining messages from com.apple.security.XPCTimeStampingService
2026-04-24 00:27:46.622298-0500 0x6c6      Default     0x0                  109    0    accessoryupdaterd: (libxpc.dylib) Event stream listener got an error: <dictionary: 0x7ff8471c8ce0> { count = 1, transaction: 0, voucher = 0x0, contents =
2026-04-24 00:27:46.634135-0500 0x6c6      Default     0x0                  109    0    accessoryupdaterd: (libxpc.dylib) Event stream listener got an error: <dictionary: 0x7ff8471c8ce0> { count = 1, transaction: 0, voucher = 0x0, contents =
2026-04-24 00:27:46.652284-0500 0x6c6      Default     0x0                  109    0    accessoryupdaterd: (libxpc.dylib) Event stream listener got an error: <dictionary: 0x7ff8471c8ce0> { count = 1, transaction: 0, voucher = 0x0, contents =
2026-04-24 00:27:46.663090-0500 0x6c6      Default     0x0                  109    0    accessoryupdaterd: (libxpc.dylib) Event stream listener got an error: <dictionary: 0x7ff8471c8ce0> { count = 1, transaction: 0, voucher = 0x0, contents =
2026-04-24 00:27:52.426392-0500 0x734      Error       0x0                  286    0    PowerChime: (CoreFoundation) [com.apple.CFPasteboard:general] Connection to 'pboard' server had an error: <dictionary: 0x7ff8471c8ce0> { count = 1, transaction: 0, voucher = 0x0, contents =
2026-04-24 00:27:52.426434-0500 0x72e      Error       0x0                  286    0    PowerChime: (CoreFoundation) [com.apple.CFPasteboard:general] Failed to set up CFPasteboardRef 'Apple CFPasteboard general'. Error: <dictionary: 0x7ff8471c8ce0> { count = 1, transaction: 0, voucher = 0x0, contents =
2026-04-24 00:27:52.469684-0500 0x435      Default     0x0                  209    0    nehelper: (Network) [com.apple.network:] handleRunProbes created transaction <private>
2026-04-24 00:27:52.474997-0500 0x435      Default     0x0                  209    0    nehelper: (Network) [com.apple.network:] nwphRunProbes Not selected to run ECH canary. Finished with transaction <private>
2026-04-24 00:27:52.529810-0500 0x6af      Default     0x0                  272    0    appleh16camerad: (CoreAnalytics) [com.apple.CoreAnalytics:client] Queueing exit procedure onto XPC queue. Any further messages sent will be discarded. activeSendTransactions=0
2026-04-24 00:27:52.541356-0500 0x303      Default     0x0                  139    0    apsd: [com.apple.apsd:topicManager] <private>: completed transaction - calculated change NewlyEnabled {topics changed: <private>}
2026-04-24 00:27:52.558644-0500 0x303      Default     0x0                  139    0    apsd: [com.apple.apsd:topicManager] <private>: completed transaction - calculated change NewlyEnabled {topics changed: <private>}
2026-04-24 00:27:52.564372-0500 0x303      Default     0x0                  139    0    apsd: [com.apple.apsd:topicManager] <private>: completed transaction - calculated change NewlyEnabled {topics changed: <private>}
2026-04-24 00:27:52.707968-0500 0x303      Default     0x0                  139    0    apsd: [com.apple.apsd:topicManager] <private>: completed transaction - calculated change None {topics changed: (null)}
2026-04-24 00:27:52.709873-0500 0x303      Default     0x0                  139    0    apsd: [com.apple.apsd:topicManager] <private>: completed transaction - calculated change None {topics changed: (null)}
2026-04-24 00:27:52.718270-0500 0x435      Default     0x0                  209    0    nehelper: (Network) [com.apple.network:] handleRunProbes created transaction <private>
2026-04-24 00:27:52.719209-0500 0x435      Default     0x0                  209    0    nehelper: (Network) [com.apple.network:] nwphRunProbes Not selected to run ECH canary. Finished with transaction <private>
2026-04-24 00:27:52.739065-0500 0x303      Default     0x0                  139    0    apsd: [com.apple.apsd:topicManager] <private>: completed transaction - calculated change None {topics changed: (null)}
2026-04-24 00:27:52.739710-0500 0x303      Default     0x0                  139    0    apsd: [com.apple.apsd:topicManager] <private>: completed transaction - calculated change None {topics changed: (null)}
2026-04-24 00:27:52.753681-0500 0x568      Default     0x0                  232    0    mobileassetd: (SoftwareUpdateCoreConnect) [com.apple.MAAuto:SERVER-com.apple.mobileasset.autoasset] [ListenerStartup] Setting up listener, enabling transactions, and resuming connection using policy: SUCoreConnectServerPolicy(serviceName:com.apple.mobileasset.autoasset)
2026-04-24 00:27:52.776270-0500 0x72e      Error       0x0                  286    0    PowerChime: (WindowManagement) [com.apple.windowmanagement:framework] [WMClientWindowManager]: xpc transaction error: Error Domain=NSCocoaErrorDomain Code=4099 UserInfo={NSDebugDescription=<private>}
2026-04-24 00:27:52.787257-0500 0x7a7      Default     0x0                  293    0    findmydeviced: (FMCore) [com.apple.icloud.FMCore:_] Trying to end xpc transaction ActionManagerTransaction too many times
2026-04-24 00:27:52.799003-0500 0x303      Default     0x0                  139    0    apsd: [com.apple.apsd:topicManager] <private>: completed transaction - calculated change None {topics changed: (null)}
2026-04-24 00:27:52.811028-0500 0x303      Default     0x0                  139    0    apsd: [com.apple.apsd:topicManager] <private>: completed transaction - calculated change None {topics changed: (null)}
2026-04-24 00:27:52.816860-0500 0x303      Default     0x0                  139    0    apsd: [com.apple.apsd:topicManager] <private>: completed transaction - calculated change None {topics changed: (null)}
2026-04-24 00:27:52.898955-0500 0x7bc      Default     0x0                  296    30   softwareupdated: (SoftwareUpdateCoreConnect) [com.apple.SoftwareUpdateMacController:SERVER-com.apple.sumaccontroller] [ListenerStartup] Setting up listener, enabling transactions, and resuming connection using policy: SUCoreConnectServerPolicy(serviceName:com.apple.sumaccontroller)
2026-04-24 00:27:52.911910-0500 0x238      Default     0x0                  1      0    launchd: [pid/227 [storagekitd]:] Service stub created for com.apple.CoreDisplay.XPCService
2026-04-24 00:27:52.953479-0500 0x237      Default     0x0                  1      0    launchd: [pid/296 [softwareupdated]:] Service stub created for com.apple.CoreDisplay.XPCService
2026-04-24 00:27:53.066980-0500 0x2a2      Default     0x0                  1      0    launchd: [pid/299 [suhelperd]:] Service stub created for com.apple.CoreDisplay.XPCService
2026-04-24 00:27:53.181138-0500 0x303      Default     0x0                  139    0    apsd: [com.apple.apsd:topicManager] <private>: completed transaction - calculated change None {topics changed: (null)}
2026-04-24 00:27:53.190394-0500 0x72e      Error       0x0                  286    0    PowerChime: (CoreFoundation) [com.apple.CFPasteboard:general] Failed to set up CFPasteboardRef 'DefaultAsciiKeyboardLayoutPasteboard'. Error: <dictionary: 0x7ff8471c8ce0> { count = 1, transaction: 0, voucher = 0x0, contents =
2026-04-24 00:27:53.190899-0500 0x72e      Error       0x0                  286    0    PowerChime: (CoreFoundation) [com.apple.CFPasteboard:general] Failed to set up CFPasteboardRef 'DefaultAsciiKeyboardLayoutPasteboard'. Error: <dictionary: 0x7ff8471c8ce0> { count = 1, transaction: 0, voucher = 0x0, contents =
2026-04-24 00:27:53.240365-0500 0x72e      Error       0x0                  286    7    PowerChime: (SkyLight) [com.apple.SkyLight:default] SLSTransaction commit with no context
2026-04-24 00:27:53.412068-0500 0x7de      Default     0x0                  296    30   softwareupdated: (SoftwareUpdateCoreSupport) [com.apple.SoftwareUpdateMacController:SU] [TRANSACTION] BEGIN with domain com.apple.SoftwareUpdateMacController.purge.RemoveAssetsOfType
2026-04-24 00:27:53.422585-0500 0x7de      Default     0x0                  296    30   softwareupdated: (SoftwareUpdateCoreSupport) [com.apple.SoftwareUpdateMacController:SU] [TRANSACTION] END   with domain com.apple.SoftwareUpdateMacController.purge.RemoveAssetsOfType (transaction=NOTNULL)
2026-04-24 00:27:54.585430-0500 0x6c8      Default     0x0                  232    0    mobileassetd: (CFNetwork) [com.apple.CFNetwork:Summary] Task <9E3E0328-9580-473A-8603-83879E3706F1>.<1> summary for task failure {transaction_duration_ms=52, response_status=-1, connection=1, reused=1, reused_after_ms=0, request_start_ms=0, request_duration_ms=0, response_start_ms=0, response_duration_ms=0, request_bytes=0, response_bytes=0, cache_hit=false}
2026-04-24 00:27:56.059915-0500 0x45c      Default     0x444                145    0    locationd: [com.apple.locationd.Utility:Database] {"msg":"getColumnInfo", "table":<private>, "name":"GenerationTimestamp", "isFound":1}
2026-04-24 00:27:56.060352-0500 0x45c      Default     0x444                145    0    locationd: [com.apple.locationd.Utility:Database] {"msg":"getColumnInfo", "table":<private>, "name":"GenerationTimestamp", "isFound":1}
2026-04-24 00:27:56.060592-0500 0x45c      Default     0x444                145    0    locationd: [com.apple.locationd.Utility:Database] {"msg":"getColumnInfo", "table":<private>, "name":"RecordingTimestamp", "isFound":1}
2026-04-24 00:27:56.060620-0500 0x45c      Default     0x444                145    0    locationd: [com.apple.locationd.Utility:Database] {"msg":"getColumnInfo", "table":<private>, "name":"ReceivedTimestamp", "isFound":1}
2026-04-24 00:27:56.060866-0500 0x45c      Default     0x444                145    0    locationd: [com.apple.locationd.Utility:Database] {"msg":"getColumnInfo", "table":<private>, "name":"GenerationTimestamp", "isFound":1}
2026-04-24 00:27:56.062203-0500 0x45c      Default     0x444                145    0    locationd: [com.apple.locationd.Utility:Database] {"msg":"getColumnInfo", "table":<private>, "name":"ReceivedTimestamp", "isFound":1}
2026-04-24 00:27:56.062654-0500 0x45c      Default     0x444                145    0    locationd: [com.apple.locationd.Utility:Database] {"msg":"getColumnInfo", "table":<private>, "name":"LastActiveTimestamp", "isFound":1}
2026-04-24 00:27:56.067847-0500 0x84a      Default     0x0                  160    0    bluetoothd: [com.apple.bluetooth:Server.Accessory] setW1Logging: isTimeStampPeriodicallyEnabled = 0, isDisableDiagnosticsPeriodicallyEnabled = 0, module = 1023, level = 8, log_interval = 100000, power_logging_interval = 0, isCrashLoggingDisabled = 0
2026-04-24 00:27:56.083154-0500 0x2a2      Default     0x0                  1      0    launchd: [pid/306 [WiFiCloudAssets]:] Service stub created for com.apple.CoreDisplay.XPCService
2026-04-24 00:27:56.083903-0500 0x742      Default     0x444                145    0    locationd: [com.apple.locationd.Utility:QA] os_transaction created: (<private>) <private>
2026-04-24 00:27:56.084674-0500 0x742      Default     0x444                145    0    locationd: [com.apple.locationd.Utility:QA] os_transaction released: (<private>) <private>
2026-04-24 00:27:56.084837-0500 0x742      Default     0x444                145    0    locationd: [com.apple.locationd.Utility:QA] os_transaction created: (<private>) <private>
2026-04-24 00:27:56.084961-0500 0x742      Default     0x444                145    0    locationd: [com.apple.locationd.Utility:QA] os_transaction released: (<private>) <private>
2026-04-24 00:27:56.142428-0500 0x237      Default     0x0                  1      0    launchd: [pid/145 [locationd]:] Service stub created for com.apple.CoreDisplay.XPCService
2026-04-24 00:27:56.143375-0500 0x237      Default     0x0                  1      0    launchd: [user/205/com.apple.security.XPCTimeStampingService:] created the implicit endpoint upfront
2026-04-24 00:27:56.143377-0500 0x237      Default     0x0                  1      0    launchd: [user/205/com.apple.security.XPCTimeStampingService:] draining messages from com.apple.security.XPCTimeStampingService
2026-04-24 00:27:56.163171-0500 0x339      Error       0x0                  166    7    WindowServer: (CoreDisplay) [com.apple.CoreDisplay:default] [ERROR] - Setting offline display 0x00000000 main in CGXConstructVirtualFramebuffer 	
	0  	    0x7ff80944902b	CoreDisplay::AddMainOfflineBreadcrumb(bool, char const*, ...) + 305
2026-04-24 00:27:56.163856-0500 0x339      Error       0x0                  166    7    WindowServer: (CoreDisplay) [com.apple.CoreDisplay:default] [ERROR] - Setting main display 0x00000000 offline 	
	0  	    0x7ff80944902b	CoreDisplay::AddMainOfflineBreadcrumb(bool, char const*, ...) + 305
2026-04-24 00:27:56.168031-0500 0x339      Error       0x0                  166    7    WindowServer: (CoreDisplay) [com.apple.CoreDisplay:default] [ERROR] - Setting offline display 0x41dc9d00 main in CGXMainDisplayDevice 	
	0  	    0x7ff80944902b	CoreDisplay::AddMainOfflineBreadcrumb(bool, char const*, ...) + 305
2026-04-24 00:27:56.177832-0500 0x4f9      Default     0x2ab                145    0    locationd: [com.apple.locationd.Utility:QA] os_transaction created: (0x700002106c68) CLPersistentDictionary saving to file
2026-04-24 00:27:56.179112-0500 0x4f9      Default     0x2ab                145    0    locationd: [com.apple.locationd.Utility:QA] os_transaction releasing: (0x700002106c68) CLPersistentDictionary saving to file
2026-04-24 00:27:56.179184-0500 0x4f9      Default     0x2ab                145    0    locationd: [com.apple.locationd.Utility:QA] os_transaction created: (0x700002106c68) CLPersistentDictionary saving to file
2026-04-24 00:27:56.181593-0500 0x4f9      Default     0x2ab                145    0    locationd: [com.apple.locationd.Utility:QA] os_transaction releasing: (0x700002106c68) CLPersistentDictionary saving to file
2026-04-24 00:27:56.183852-0500 0x238      Default     0x0                  1      0    launchd: [pid/166 [WindowServer]:] Service stub created for com.apple.CoreDisplay.XPCService
2026-04-24 00:27:56.184391-0500 0x238      Default     0x0                  1      0    launchd: [user/88/com.apple.security.XPCTimeStampingService:] created the implicit endpoint upfront
2026-04-24 00:27:56.184392-0500 0x238      Default     0x0                  1      0    launchd: [user/88/com.apple.security.XPCTimeStampingService:] draining messages from com.apple.security.XPCTimeStampingService
2026-04-24 00:27:56.204834-0500 0x742      Default     0xe03                145    0    locationd: [com.apple.locationd.Utility:QA] os_transaction created: (0x70000228fc68) CLPersistentDictionary saving to file
2026-04-24 00:27:56.206941-0500 0x742      Default     0xe03                145    0    locationd: [com.apple.locationd.Utility:QA] os_transaction releasing: (0x70000228fc68) CLPersistentDictionary saving to file
2026-04-24 00:27:56.218421-0500 0x742      Default     0xe03                145    0    locationd: [com.apple.locationd.Utility:QA] os_transaction created: (0x70000228fc68) MonitorMigraiton:root:p/System/Library/LocationBundles/Routine.bundle:p/System/Library/LocationBundles/MicroLocation.bundle::CLMicroLocationRegionMonitor
2026-04-24 00:27:56.218473-0500 0x742      Default     0xe03                145    0    locationd: [com.apple.locationd.Utility:QA] os_transaction releasing: (0x70000228fc68) MonitorMigraiton:root:p/System/Library/LocationBundles/Routine.bundle:p/System/Library/LocationBundles/MicroLocation.bundle::CLMicroLocationRegionMonitor
2026-04-24 00:27:56.218491-0500 0x742      Default     0xe03                145    0    locationd: [com.apple.locationd.Utility:QA] os_transaction created: (0x70000228fc88) Monitor:root:p/System/Library/LocationBundles/Routine.bundle:p/System/Library/LocationBundles/MicroLocation.bundle:CLMicroLocationRegionMonitor::validateClientMonitoringRecords
2026-04-24 00:27:56.218971-0500 0x742      Default     0xe03                145    0    locationd: [com.apple.locationd.Utility:QA] os_transaction releasing: (0x70000228fc88) Monitor:root:p/System/Library/LocationBundles/Routine.bundle:p/System/Library/LocationBundles/MicroLocation.bundle:CLMicroLocationRegionMonitor::validateClientMonitoringRecords
2026-04-24 00:27:56.219013-0500 0x742      Default     0x2ab                145    0    locationd: [com.apple.locationd.Utility:QA] os_transaction created: (0x70000228fea8) CLPersistentDictionary saving to file
2026-04-24 00:27:56.221505-0500 0x742      Default     0x2ab                145    0    locationd: [com.apple.locationd.Utility:QA] os_transaction releasing: (0x70000228fea8) CLPersistentDictionary saving to file
2026-04-24 00:27:56.221581-0500 0x742      Default     0x2ab                145    0    locationd: [com.apple.locationd.Utility:QA] os_transaction created: (0x70000228fea8) CLPersistentDictionary saving to file
2026-04-24 00:27:56.223646-0500 0x742      Default     0x2ab                145    0    locationd: [com.apple.locationd.Utility:QA] os_transaction releasing: (0x70000228fea8) CLPersistentDictionary saving to file
2026-04-24 00:27:56.257821-0500 0x742      Default     0x0                  145    0    locationd: [com.apple.locationd.Position:GeneralCLX] WifiLoc, timer, sinceLastScanRequest, 798701276.3, lastScanRequestTimestamp, 0.0, erroredRequestType, 0
2026-04-24 00:27:56.260941-0500 0x742      Default     0x0                  145    0    locationd: [com.apple.locationd.Position:GeneralCLX] WifiLoc, processScanResult, aps, 0, network, 1, tiles, 1, request, Request, type, clientupdate, lowPriority, no, requester, timer, numOfRequestedScans, 0, timestamp, 798701276.3, age, 0.0
2026-04-24 00:27:56.262746-0500 0x4e4      Default     0xe62                145    0    locationd: [com.apple.locationd.Utility:QA] os_transaction created: (0x700002000e38) CLNameValuePair.SaveToBinaryFile
2026-04-24 00:27:56.264164-0500 0x4e4      Default     0xe62                145    0    locationd: [com.apple.locationd.Utility:QA] os_transaction releasing: (0x700002000e38) CLNameValuePair.SaveToBinaryFile
2026-04-24 00:27:56.277608-0500 0x859      Default     0x2a9                145    0    locationd: [com.apple.locationd.Utility:QA] os_transaction created: (0x7000023127f8) CLNameValuePair.SaveToBinaryFile
2026-04-24 00:27:56.279775-0500 0x859      Default     0x2a9                145    0    locationd: [com.apple.locationd.Utility:QA] os_transaction releasing: (0x7000023127f8) CLNameValuePair.SaveToBinaryFile
2026-04-24 00:27:56.281310-0500 0x3a4      Default     0x0                  145    0    locationd: [com.apple.locationd.Utility:QA] os_transaction created: (0x7ff7b44503e8) CLNameValuePair.SaveToBinaryFile
2026-04-24 00:27:56.283445-0500 0x3a4      Default     0x0                  145    0    locationd: [com.apple.locationd.Utility:QA] os_transaction releasing: (0x7ff7b44503e8) CLNameValuePair.SaveToBinaryFile
