Timestamp                       (process)[PID]    
2026-04-26 05:02:22.128710-0500  localhost locationd[145]: [com.apple.locationd.Utility:QA] os_transaction created: (<private>) <private>
2026-04-26 05:02:22.129232-0500  localhost locationd[145]: [com.apple.locationd.Utility:QA] os_transaction released: (<private>) <private>
2026-04-26 05:02:22.129312-0500  localhost locationd[145]: [com.apple.locationd.Utility:QA] os_transaction created: (<private>) <private>
2026-04-26 05:02:22.129402-0500  localhost locationd[145]: [com.apple.locationd.Utility:QA] os_transaction released: (<private>) <private>
2026-04-26 05:02:22.131411-0500  localhost locationd[145]: [com.apple.locationd.Utility:QA] os_transaction created: (0x7ff7b82193c8) CLNameValuePair.SaveToBinaryFile
2026-04-26 05:02:22.132342-0500  localhost locationd[145]: [com.apple.locationd.Utility:QA] os_transaction releasing: (0x7ff7b82193c8) CLNameValuePair.SaveToBinaryFile
2026-04-26 05:02:22.198791-0500  localhost locationd[145]: [com.apple.locationd.Utility:QA] os_transaction created: (0x70000af0fc68) CLPersistentDictionary saving to file
2026-04-26 05:02:22.199622-0500  localhost locationd[145]: [com.apple.locationd.Utility:QA] os_transaction releasing: (0x70000af0fc68) CLPersistentDictionary saving to file
2026-04-26 05:02:22.199693-0500  localhost locationd[145]: [com.apple.locationd.Utility:QA] os_transaction created: (0x70000af0fc68) CLPersistentDictionary saving to file
2026-04-26 05:02:22.200647-0500  localhost locationd[145]: [com.apple.locationd.Utility:QA] os_transaction releasing: (0x70000af0fc68) CLPersistentDictionary saving to file
2026-04-26 05:02:22.465890-0500  localhost locationd[145]: [com.apple.locationd.Utility:QA] os_transaction created: (<private>) <private>
2026-04-26 05:02:22.465922-0500  localhost locationd[145]: [com.apple.locationd.Utility:QA] os_transaction released: (<private>) <private>
2026-04-26 05:02:22.466038-0500  localhost locationd[145]: [com.apple.locationd.Utility:QA] os_transaction created: (<private>) <private>
2026-04-26 05:02:24.682142-0500  localhost appleh16camerad[307]: (CoreAnalytics) [com.apple.CoreAnalytics:client] Queueing exit procedure onto XPC queue. Any further messages sent will be discarded. activeSendTransactions=0
2026-04-26 05:02:24.718827-0500  localhost PowerChime[326]: (CoreFoundation) [com.apple.CFPasteboard:general] Connection to 'pboard' server had an error: <dictionary: 0x7ff854e2cce0> { count = 1, transaction: 0, voucher = 0x0, contents =
2026-04-26 05:02:24.718940-0500  localhost PowerChime[326]: (CoreFoundation) [com.apple.CFPasteboard:general] Failed to set up CFPasteboardRef 'Apple CFPasteboard general'. Error: <dictionary: 0x7ff854e2cce0> { count = 1, transaction: 0, voucher = 0x0, contents =
2026-04-26 05:02:24.741750-0500  localhost timed[141]: [com.apple.timed:text] Cache was never used to set the clock, discarding filesystem timestamp.
2026-04-26 05:02:24.755015-0500  localhost nehelper[246]: (Network) [com.apple.network:] handleRunProbes created transaction <private>
2026-04-26 05:02:24.763904-0500  localhost nehelper[246]: (Network) [com.apple.network:] nwphRunProbes Not selected to run ECH canary. Finished with transaction <private>
2026-04-26 05:02:24.783994-0500  localhost locationd[145]: [com.apple.locationd.Utility:QA] os_transaction released: (<private>) <private>
2026-04-26 05:02:24.828851-0500  localhost apsd[139]: [com.apple.apsd:topicManager] <private>: completed transaction - calculated change NewlyEnabled {topics changed: <private>}
2026-04-26 05:02:24.843276-0500  localhost apsd[139]: [com.apple.apsd:topicManager] <private>: completed transaction - calculated change NewlyEnabled {topics changed: <private>}
2026-04-26 05:02:24.898072-0500  localhost apsd[139]: [com.apple.apsd:topicManager] <private>: completed transaction - calculated change NewlyEnabled {topics changed: <private>}
2026-04-26 05:02:24.905229-0500  localhost apsd[139]: [com.apple.apsd:topicManager] <private>: completed transaction - calculated change None {topics changed: (null)}
2026-04-26 05:02:24.906526-0500  localhost apsd[139]: [com.apple.apsd:topicManager] <private>: completed transaction - calculated change None {topics changed: (null)}
2026-04-26 05:02:24.912881-0500  localhost com.apple.geod[319]: (CFNetwork) [com.apple.CFNetwork:Summary] Task <3F4E540A-8468-486D-8623-B0C4C3AC340C>.<1> summary for task failure {transaction_duration_ms=2456, response_status=-1, connection=2, reused=1, reused_after_ms=0, request_start_ms=0, request_duration_ms=0, response_start_ms=0, response_duration_ms=0, request_bytes=0, response_bytes=0, cache_hit=false}
2026-04-26 05:02:24.912902-0500  localhost com.apple.geod[319]: (CFNetwork) [com.apple.CFNetwork:Summary] Task <797C497B-2667-4F99-9596-23719B3E88F9>.<1> summary for task failure {transaction_duration_ms=2456, response_status=-1, connection=1, reused=1, reused_after_ms=0, request_start_ms=0, request_duration_ms=0, response_start_ms=0, response_duration_ms=0, request_bytes=0, response_bytes=0, cache_hit=false}
2026-04-26 05:02:24.915272-0500  localhost apsd[139]: [com.apple.apsd:topicManager] <private>: completed transaction - calculated change None {topics changed: (null)}
2026-04-26 05:02:24.916032-0500  localhost apsd[139]: [com.apple.apsd:topicManager] <private>: completed transaction - calculated change None {topics changed: (null)}
2026-04-26 05:02:24.930811-0500  localhost mobileassetd[267]: (SoftwareUpdateCoreConnect) [com.apple.MAAuto:SERVER-com.apple.mobileasset.autoasset] [ListenerStartup] Setting up listener, enabling transactions, and resuming connection using policy: SUCoreConnectServerPolicy(serviceName:com.apple.mobileasset.autoasset)
2026-04-26 05:02:24.979713-0500  localhost launchd[1]: [pid/263 [storagekitd]:] Service stub created for com.apple.CoreDisplay.XPCService
2026-04-26 05:02:25.049117-0500  localhost findmydeviced[334]: (FMCore) [com.apple.icloud.FMCore:_] Trying to end xpc transaction ActionManagerTransaction too many times
2026-04-26 05:02:25.057221-0500  localhost apsd[139]: [com.apple.apsd:topicManager] <private>: completed transaction - calculated change None {topics changed: (null)}
2026-04-26 05:02:25.068206-0500  localhost apsd[139]: [com.apple.apsd:topicManager] <private>: completed transaction - calculated change None {topics changed: (null)}
2026-04-26 05:02:25.072235-0500  localhost apsd[139]: [com.apple.apsd:topicManager] <private>: completed transaction - calculated change None {topics changed: (null)}
2026-04-26 05:02:25.078346-0500  localhost PowerChime[326]: (WindowManagement) [com.apple.windowmanagement:framework] [WMClientWindowManager]: xpc transaction error: Error Domain=NSCocoaErrorDomain Code=4099 UserInfo={NSDebugDescription=<private>}
2026-04-26 05:02:25.101744-0500  localhost mds[127]: [com.apple.spotlightserver:DiskStore] device:16777222 Nothing new pushed during this open (zero) (asking for transactionId)
2026-04-26 05:02:25.102189-0500  localhost mds[127]: [com.apple.spotlightserver:DiskStore] device:16777222 setScanCount transactionId 2 from index (setCount: zero)
2026-04-26 05:02:25.158895-0500  localhost mds[127]: [com.apple.spotlightserver:DiskStore] device:16777226 Nothing new pushed during this open (zero) (asking for transactionId)
2026-04-26 05:02:25.159198-0500  localhost mds[127]: [com.apple.spotlightserver:DiskStore] device:16777226 setScanCount transactionId 5 from index (setCount: zero)
2026-04-26 05:02:25.175607-0500  localhost mds[127]: [com.apple.spotlightserver:DiskStore] device:16777220 Started with transactionId:0 waiting:0 calledScanCount:0
2026-04-26 05:02:25.175608-0500  localhost mds[127]: [com.apple.spotlightserver:DiskStore] device:16777220 Setting scan+ (asking for transactionId) (scanCount:13)
2026-04-26 05:02:25.175613-0500  localhost mds[127]: [com.apple.spotlightserver:DiskStore] ********* We were waiting! device:16777220 TransactionId:0
2026-04-26 05:02:25.175877-0500  localhost mds[127]: [com.apple.spotlightserver:DiskStore] device:16777220 setScanCount transactionId:45 (from index) (scanCount:13)
2026-04-26 05:02:25.175888-0500  localhost mds[127]: [com.apple.spotlightserver:DiskStore] device:16777220 Continue with transactionId:45
2026-04-26 05:02:25.175942-0500  localhost mds[127]: [com.apple.spotlightserver:DiskStore] vsd:0x7fb53a828200 Pushing end marker for sync queue (transactionId:45)
2026-04-26 05:02:25.204703-0500  localhost locationd[337]: [com.apple.locationd.Utility:QA] os_transaction created: (0x7000029a5118) CLNameValuePair.SaveToBinaryFile
2026-04-26 05:02:25.206887-0500  localhost locationd[337]: [com.apple.locationd.Utility:QA] os_transaction releasing: (0x7000029a5118) CLNameValuePair.SaveToBinaryFile
2026-04-26 05:02:25.381288-0500  localhost PowerChime[326]: (CoreFoundation) [com.apple.CFPasteboard:general] Failed to set up CFPasteboardRef 'DefaultAsciiKeyboardLayoutPasteboard'. Error: <dictionary: 0x7ff854e2cce0> { count = 1, transaction: 0, voucher = 0x0, contents =
2026-04-26 05:02:25.381769-0500  localhost PowerChime[326]: (CoreFoundation) [com.apple.CFPasteboard:general] Failed to set up CFPasteboardRef 'DefaultAsciiKeyboardLayoutPasteboard'. Error: <dictionary: 0x7ff854e2cce0> { count = 1, transaction: 0, voucher = 0x0, contents =
2026-04-26 05:02:25.437965-0500  localhost PowerChime[326]: (SkyLight) [com.apple.SkyLight:default] SLSTransaction commit with no context
2026-04-26 05:02:26.390749-0500  localhost softwareupdated[338]: (SoftwareUpdateCoreConnect) [com.apple.SoftwareUpdateMacController:SERVER-com.apple.sumaccontroller] [ListenerStartup] Setting up listener, enabling transactions, and resuming connection using policy: SUCoreConnectServerPolicy(serviceName:com.apple.sumaccontroller)
2026-04-26 05:02:26.723607-0500  localhost softwareupdated[338]: (SoftwareUpdateCoreSupport) [com.apple.SoftwareUpdateMacController:SU] [TRANSACTION] BEGIN with domain com.apple.SoftwareUpdateMacController.purge.RemoveAssetsOfType
2026-04-26 05:02:26.798260-0500  localhost softwareupdated[338]: (SoftwareUpdateCoreSupport) [com.apple.SoftwareUpdateMacController:SU] [TRANSACTION] END   with domain com.apple.SoftwareUpdateMacController.purge.RemoveAssetsOfType (transaction=NOTNULL)
2026-04-26 05:02:27.189442-0500  localhost launchd[1]: [pid/353 [lsd]:] Service stub created for com.apple.CoreDisplay.XPCService
2026-04-26 05:02:27.189892-0500  localhost launchd[1]: [user/501/com.apple.security.XPCTimeStampingService:] created the implicit endpoint upfront
2026-04-26 05:02:27.189894-0500  localhost launchd[1]: [user/501/com.apple.security.XPCTimeStampingService:] draining messages from com.apple.security.XPCTimeStampingService
2026-04-26 05:02:27.358410-0500  localhost launchd[1]: [pid/355 [secd]:] Service stub created for com.apple.CoreDisplay.XPCService
2026-04-26 05:02:28.817086-0500  localhost bluetoothd[160]: [com.apple.bluetooth:Server.Accessory] setW1Logging: isTimeStampPeriodicallyEnabled = 0, isDisableDiagnosticsPeriodicallyEnabled = 0, module = 1023, level = 8, log_interval = 100000, power_logging_interval = 0, isCrashLoggingDisabled = 0
2026-04-26 05:02:28.831442-0500  localhost locationd[337]: [com.apple.locationd.Utility:Database] {"msg":"getColumnInfo", "table":<private>, "name":"GenerationTimestamp", "isFound":1}
2026-04-26 05:02:28.831697-0500  localhost locationd[337]: [com.apple.locationd.Utility:Database] {"msg":"getColumnInfo", "table":<private>, "name":"GenerationTimestamp", "isFound":1}
2026-04-26 05:02:28.831895-0500  localhost locationd[337]: [com.apple.locationd.Utility:Database] {"msg":"getColumnInfo", "table":<private>, "name":"RecordingTimestamp", "isFound":1}
2026-04-26 05:02:28.831923-0500  localhost locationd[337]: [com.apple.locationd.Utility:Database] {"msg":"getColumnInfo", "table":<private>, "name":"ReceivedTimestamp", "isFound":1}
2026-04-26 05:02:28.832134-0500  localhost locationd[337]: [com.apple.locationd.Utility:Database] {"msg":"getColumnInfo", "table":<private>, "name":"GenerationTimestamp", "isFound":1}
2026-04-26 05:02:28.832428-0500  localhost locationd[337]: [com.apple.locationd.Utility:Database] {"msg":"getColumnInfo", "table":<private>, "name":"ReceivedTimestamp", "isFound":1}
2026-04-26 05:02:28.832630-0500  localhost locationd[337]: [com.apple.locationd.Utility:Database] {"msg":"getColumnInfo", "table":<private>, "name":"LastActiveTimestamp", "isFound":1}
2026-04-26 05:02:28.839206-0500  localhost locationd[337]: [com.apple.locationd.Utility:QA] os_transaction created: (<private>) <private>
2026-04-26 05:02:28.839381-0500  localhost locationd[337]: [com.apple.locationd.Utility:QA] os_transaction released: (<private>) <private>
2026-04-26 05:02:28.839500-0500  localhost locationd[337]: [com.apple.locationd.Utility:QA] os_transaction created: (<private>) <private>
2026-04-26 05:02:28.839601-0500  localhost locationd[337]: [com.apple.locationd.Utility:QA] os_transaction released: (<private>) <private>
2026-04-26 05:02:28.840505-0500  localhost locationd[337]: [com.apple.locationd.Utility:QA] os_transaction created: (0x7ff7b40de3c8) CLNameValuePair.SaveToBinaryFile
2026-04-26 05:02:28.842152-0500  localhost locationd[337]: [com.apple.locationd.Utility:QA] os_transaction releasing: (0x7ff7b40de3c8) CLNameValuePair.SaveToBinaryFile
2026-04-26 05:02:28.842354-0500  localhost kernel[0]: (IOgPTPPlugin)   IOTimeSyncTimeSyncTimePort(0xf4ee08de98850008): Has Ethernet HW Timestamps: false
2026-04-26 05:02:28.842355-0500  localhost kernel[0]: (IOgPTPPlugin)   IOTimeSyncTimeSyncTimePort(0xf4ee08de98850008): Has WiFi HW Timestamps: false
2026-04-26 05:02:28.850094-0500  localhost launchd[1]: [pid/337 [locationd]:] Service stub created for com.apple.CoreDisplay.XPCService
2026-04-26 05:02:28.856678-0500  localhost launchd[1]: [pid/376 [WiFiCloudAssets]:] Service stub created for com.apple.CoreDisplay.XPCService
2026-04-26 05:02:28.884356-0500  localhost launchd[1]: [pid/338 [softwareupdated]:] Service stub created for com.apple.CoreDisplay.XPCService
2026-04-26 05:02:28.886886-0500  localhost locationd[337]: [com.apple.locationd.Utility:QA] os_transaction created: (<private>) <private>
2026-04-26 05:02:28.886905-0500  localhost locationd[337]: [com.apple.locationd.Utility:QA] os_transaction released: (<private>) <private>
2026-04-26 05:02:28.886970-0500  localhost locationd[337]: [com.apple.locationd.Utility:QA] os_transaction created: (<private>) <private>
2026-04-26 05:02:28.887759-0500  localhost locationd[337]: [com.apple.locationd.Utility:QA] os_transaction released: (<private>) <private>
2026-04-26 05:02:28.890353-0500  localhost locationd[337]: [com.apple.locationd.Utility:QA] os_transaction created: (<private>) <private>
2026-04-26 05:02:28.891242-0500  localhost locationd[337]: [com.apple.locationd.Utility:QA] os_transaction created: (0x700002bb1c68) CLPersistentDictionary saving to file
2026-04-26 05:02:28.892409-0500  localhost locationd[337]: [com.apple.locationd.Utility:QA] os_transaction releasing: (0x700002bb1c68) CLPersistentDictionary saving to file
2026-04-26 05:02:28.892489-0500  localhost locationd[337]: [com.apple.locationd.Utility:QA] os_transaction created: (0x700002bb1c68) CLPersistentDictionary saving to file
2026-04-26 05:02:28.893482-0500  localhost locationd[337]: [com.apple.locationd.Utility:QA] os_transaction releasing: (0x700002bb1c68) CLPersistentDictionary saving to file
2026-04-26 05:02:28.898198-0500  localhost locationd[337]: [com.apple.locationd.Utility:QA] os_transaction created: (0x700002fc97b8) CLNameValuePair.SaveToBinaryFile
2026-04-26 05:02:28.899352-0500  localhost locationd[337]: [com.apple.locationd.Utility:QA] os_transaction releasing: (0x700002fc97b8) CLNameValuePair.SaveToBinaryFile
2026-04-26 05:02:28.899359-0500  localhost locationd[337]: [com.apple.locationd.Utility:QA] os_transaction created: (0x700002fc97b8) CLNameValuePair.SaveToBinaryFile
